"transactionHash","blockNumber","operationType","fromAddress","toAddress","amount"
"0x6c69b2c16c79d35193641bcb26818b2a0cdd5fbf6c7feefeabb6dadb4ee72b14",359101,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xe412a7a7835908d560761cc3e6f17d0786640b70","0.02431312"
"0x405d753b467c4ec006c4a6f06d5aa8758a3352c28a0fcd32757eb7951981ab45",359490,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x50d179e56dfd976485fbfc111e0568507219d8cc","1.09166505"
"0x6162e039a277033ecef23e6a53094e204c7fa8a39771c7d441f92135548f27e5",359490,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xb3a43c8a284e49d8e24c8f717ff2bfef86e6ab0c","0.14201608"
"0xc10e1624e3939ed04d03d90c8ddd8c814052fba61a364e1813bcce3d3c516519",359572,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x4fd6eed42b845334936607317112148f3979d22f","0.092"
"0x8755201736fb4ec11f8d15f65741aa81034b517deb45391a050ebcfdafc0fa6a",359696,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x5b8894b3b2daa011064833ee2668332de646a207","2.17702621"
"0x3ceb219bf5cf84c08ac83108dd428ee433d67d5fcdbd5d208ce995f16c3dbb4f",359839,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x27e53376190d0c87c31752f48ae433983cb606d7","0.04"
"0x5e051686fe33febf298023035ee0fe33fdf723b727b70666ea63a7316df07b01",359880,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xca2b42846ebcaff7fc7ec4a3772fd1289aa13afb","0.0298"
"0xf16991c8577f3af54fc70fc8152429b66b0f3f332c185f463aab4478ac6e9b22",360085,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x336255293deec2544acc37154b1157a1372572ff","0.00150344"
"0x6885aa460f691cd81c719a217dcdbab093c09216830e134fb430995005bc5f26",360167,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xf09a417fc9e53454a7e9723cecb559e71037ff2d","0.7368"
"0xe299c82ee39b56308dc7d603dc4281bd98bb1d1852baed2811bef80082386424",360208,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xeeccfc98ff2731017604381a547a294bace35cc0","0.533266"
"0x9d1c80b51b37b2aeb6ba5d64faaf526dee5c554a916567c2a8427574fc9ed27c",360310,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x710981e8bddd736c6796e968115b70697681221a","0.267938"
"0x219fe6041d284d278c6ac9e3080ebbf0f693a647a1b46316f99775288639dd49",360774,"Transfer","0x710981e8bddd736c6796e968115b70697681221a","0x110dc56ccfd2051394505889cc4216bb5da95d62","0.267938"
"0x34b8a5e1ebbf21e0feeb7d669dd4fa8067cbb183df9baedc334d36beee6a4e44",360944,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xb0836b59a34825206ce5be4fdff87000376a7b84","0.05847"
"0x88a45a444644c6ff09fb6ab0a432fa5429b0f8586e5f95ecd11b3bf4ed046a0b",360985,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x7647d035d01c7829409b94b36841235d37ea550a","0.4"
"0x64e9f5b75351ba0c36986b39ab6e5173a6d14f733e019a6f8e5fa35ce7c7e2c5",361365,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x75ca8f6c82df5fdfd09049f46ad5d072b0a53bf6","0.13396899999999987"
"0x64e9f5b75351ba0c36986b39ab6e5173a6d14f733e019a6f8e5fa35ce7c7e2c5",361365,"Transfer","0x75ca8f6c82df5fdfd09049f46ad5d072b0a53bf6","0x710981e8bddd736c6796e968115b70697681221a","0.13396899999999987"
"0x2baf5facb2c5e02530e6af5eb7f6199ec6f41928b3c5b2b951be73c3e9f62ffd",361410,"Transfer","0x710981e8bddd736c6796e968115b70697681221a","0x760e5c7803cb01eceabdb1f089bd0eca01f13f29","0.1"
"0xf6b193774866aa9658b560fd59ab7571b2513ee54d8fb572e6026fb5594c9463",361497,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x3555f7027f8e9c9facfa3e51cf715ea0c75a9af3","0.816705"
"0x780f04198fa4860e1703edcbe62f834980205b62a4ea7b6628378219bda05e9b",361786,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xf7d0f77385f8d1325b0dd8c1ef26826b4f261929","0.44"
"0x1d09d655d736329ee71c20aa5ad01d12cb77a6a0ae6bffa49a46249ca940fc62",361827,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x3d178751276408f557633ca1cfc4787a518f5493","0.0008"
"0x218778a03a680687f27fdcebd26183f8a52bb1f7448f43bbaf7a216dd06e42f9",362074,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xbe5054fa77b39ff04949ba1ae014585337aacdd7","0.27249441"
"0x7dae3b548f0c5c04f959cd58f6aeb017a021810baea001a34f7cac6dde2d1953",362259,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x3f0daadba6771d0b27138a975e2993b323c9eaf1","0.01135391"
"0xfbe37bdbeb2e4263fd8e13d9087d33dc864bba3176229c29ff29bc5ac6bf0b6f",362835,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x25a620685c38e076fc2b9445e049ff8c8d2d18df","0.0198"
"0xc6ffdb3c7ccd8f6d2433f52adf9ad55269ba8488dc69f0549507b4c4e321d77f",362876,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x765861b458ab70cd9e649807b8c0392c7a4aa84b","0.14966162"
"0xb260ca1c8650ab69eebcdd2bd6efb7610b45ccd8dde4d9bc04b366bf4ccc9e03",363362,"Transfer","0x25a620685c38e076fc2b9445e049ff8c8d2d18df","0xf16ee91e7962b41f040c362264946c771de7c1cd","0.0198"
"0x846cf2292424069ba3390babcbc3c249b3afd1e200bc1093b17d26ccf047d77d",363476,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x70a87ba0b10f8c06c7166766189c39e3494c7908","0.0098"
"0x18ceb8c21c6c89c33fc21ff8deaa3e6656dcb0c73a5ed46f79620abcb8e1d8da",364236,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x8dd8d1b90f3542ef997e2e2f5b57da7733579236","0.0008"
"0xe210058f06279fcb925f1c914ce75f7f735c796b68becb2d11cec9e86cc36668",364400,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xf553e9ad1c36d49356b6d40c1b166df4bac8893e","2.9255"
"0x6d1175d289102ba77e117a7f7112fe89767d3670245f1532d60fd3ea8076d62f",364708,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x9dd0df87b43f0b517768e09e8da37f16b4c524da","0.2498"
"0x5e006997f5b57c2dde08f0959df615de901919572e41f2f384541250e76574be",365425,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x60afedb22adddce9f3b897eea607e721c910f6f9","0.94026626"
"0xa010f9f793144785893355f0d03ce319fc87e892304c2a0c695f02032edd5b7a",365752,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x28cd979f0c47830db8e2054b6eba04f5512ddf5e","1.01145589"
"0xd849b6e8c72ecbb3654c2e5c1fe61a4be35c8bb129f47150702ebffb59698750",365876,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x2a7ae67f190f4cf4fd58d216e0a796b224a8e95c","0.0808"
"0xa90e72e62ba66798444c7796b6e857c4bb188f64e607b3bc88f625b75d351620",366142,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xa1e6322beaf21b150dd164b249af47d174a4b11f","2.726454"
"0x3a793688338eb1ba1f579a112b816020c3e948d40f0d9e8fa9e28c476671a91b",366182,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x266cf86e436744c66e7b42699491dcd39b2796ee","0.009642"
"0xd723500000d2ce5fac3040bbe6d05197c435ecc8ff0c8ba71117cab33e72864d",366613,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x266cf86e436744c66e7b42699491dcd39b2796ee","0.00396056"
"0x421a02857bfb81267f01b93242a6c2e192f2e421b040ed50b549820f67778c69",367208,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xcccb99a42c079bb9eec95d77cec152905a909408","0.45454634"
"0x86058b1678ef0c1094b903b3438c1fb8fa7fef31a84ade51c12b61275e7ce885",367330,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x7dc9413c21b13f4fed3d565e4e42dff602768449","0.0041"
"0x0d6335fa9042906c43cab7e4e43b8e6b98c2909e60c8ec9febebce786e03af6b",367967,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x164ccc036d29dbaa57f8fe19cf4675dbfdb3c7c4","2.003"
"0x6bdb33b40e2c645d74dbdb579349c21da4489312434adb6b837f7deab1a6cd16",369650,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x76301cd1f585201f3cb37364476c12cbad8b29ea","1.584214"
"0x94f2f9637afd7f459a605dcf5780ae9907d5512d188e656c1df3e155d060bbe0",369731,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xc0d97039273e1811a722d4908fede0140fa3f408","0.0068"
"0x9a1f1e563ffc2464c0113dfc88b9df9c402da082a1fa1b54a32cf5bf7ec82063",369895,"Transfer","0xcccb99a42c079bb9eec95d77cec152905a909408","0x150a91e93c78597f7d5cc32687e8371e7fad37b7","0.45454634"
"0x70e422f36758b659b0d643e5f953554a2ebc7059a7b7b7a7a30783ef53f144ca",370643,"Transfer","0xeeccfc98ff2731017604381a547a294bace35cc0","0x3bcd1b36c383cfcb2805c6fb0965eb5c6f6431de","0.533266"
"0xe598ce68b8408fa538e4f8d27d0b75d66643b5f515e247f9a007f3d14fd394b0",371824,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x000000004fa9e635dbe91c83aee357d01494936d","0.58823"
"0xa598316799aadd922f8f59b362697bd3f8974b525f5e7ffff70b4a4d01f24a47",371987,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xa735d37ba8cf6d65a41e9539c3bfb6981ae9acd4","0.03107404"
"0xd1918d2e66d893596828b29b7cdfaf357ed2eadc5e496d24fef307b82e9a0f65",374632,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x44e2e931977c4b75d5f432a53542328d1eb0710e","0.0047595"
"0x34c7a0f209ac347ada10e94362a73bd37d40947e1c0a0b84b1b15c6721a1356d",375186,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x237a55632d12f188c60c129f35f582c117cc3f96","2.0688"
"0x4408fd8be52f22f91795155be843da0bc85ebeb521d0e3b3df05a43ca78c8fab",375845,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xfa06a4379b7b68145644584863ad06f224fbe16b","0.0098"
"0x3f129bc3914cb3fbb30553beece5b140f539f4d4fc0f9eef0005bbdfdc5da1e5",376980,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x48f716f96c087f151aa90053a39dd9d70c57ea41","0.5958"
"0x9d59437b9f19d424bb0e46aa4e850452b196bf7da0be230b690df73760f8eeb8",377740,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x7293d9a8c5ef17a2d47b6b85ecd9865033beca3b","0.00260403"
"0xbf040d6364de9a1c866bcbd066ffcea3c92e504c237f20bde5f8870187db8a80",378582,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x4abed0ab693d86f38e8861962fae26113281794d","0.0098"
"0xeadf6f7bad6feaa6ae075df0cccb82b8346510f3f0ceb38fcb6259d74d5251b4",378746,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xb16fab6aacda6fa85fd39dfaa74d47174b97e87f","1.00759977"
"0xc27aa5c9be3481377e27cf292a40cdaac465acc49edfbe0e16744ab4ae8ef2c0",378869,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x8e1a8e1f74fbf5567fa226d11fda32c9bc62fffd","0.3248"
"0xce1064f7cb0770882ff372ec250bf760a78b699371ff4e320f5c2b2228762e51",378869,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x02a2169d4fac09c67ec311bd7d458e16cc2fb9e0","0.2995"
"0xeab9f1ced3d1f44147bcd4278034fc790c9f38812d53e800ec89117ec3655079",379197,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x7e48cd995c899e8d7ea4aeb90e96db4745ef0460","0.01285693"
"0x514d2780a2f8e70520d2cd3cdc60e54f39799d088533bd7b4a8ce0dc9c2f5005",379278,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xf739a3a58f211658c2b01d640543975c2564f020","0.06295678"
"0x0758af6c71f3262a8f19fd037f7654cba8a2aaa3f009b086ad026369aff3c352",379381,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x3cba8bd12bd772832e1a0f272fe12c0406563341","0.02109"
"0xb1a7eacc78d603943dad4af5707c5693c6eb0ca5a6594d310271c87bf3a6e979",380062,"Transfer","0xd2ce58e88eee4b45acd9ed939952ac10f80ad197","0x926776754cc7cf3f0aabba4f1fc8a25250a38ec1","0.27007"
"0xf5cdbf8a0bb205f3a1299361c08b5851d0882250ece37783bbdf85b44a2774d9",380344,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xe72c7a7256ca835db49d2e37fe6f25595bbee6db","0.1427535"
"0x601f083597c71077b4bf19cd5e8b6d4a3f5c71f427f2997a2ba8625964565ecd",380344,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xbd4cb72c90bf043ae63043a40f8a9d025051b7f7","0.525"
"0x2756c7c29a6276e4ed44a69ca874df7092fd6babd74b7878ad050415344838fc",380673,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x1486183f5d13cffc094640109e36f13ced590eea","0.0098"
"0x20f88eabc3b19392426bce6588890f5cc5d6c33bfe1824eb7ac14988f3e51a16",380983,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x8ef700059eb64ae6e2dc8a8ba785c991fe9f8651","0.3238"
"0xa5532932862e3e48c34c8fa82d395a07c4a7e3656e96797a74b4d171f9d83136",382244,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xbaadc1f3bbec2977098d88a75aaa3ecf689ceb98","0.0098"
"0x94e75fa16b3c150f04844b791dc6942e157ea7fabca6f7dc5220cd3429e40b78",382656,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x3f5d8feaa2b3bf66fe0a04f8fb0cf4d339ffdbea","0.1498"
"0x57b06c63861ec2564e3c64461044000be581c2217842c7e7d550f1bd72c06f45",382738,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xfa3ce52c15f19f363833b2983340325000a4636c","1.31559289"
"0x8f815f016af775cbaa44b58ed9e7a1c2a6fd76bb36d7efadbcc32b806ed400b0",383004,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x2619a5e577a185438475768b1dbeed5407877f5c","0.8126271"
"0x1f915f39ebce8a03fb124a34b4d8c95c66e9610ca7d6358974b711bb7a326694",383208,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x09aa564db432ad4cc3a39b321eac8080a3192380","0.06600977"
"0x74af8240b5b18a6a820082427a0281f9fc2cb4739b72a82d76e8e27727ec1796",383332,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xb01c59cbce0eb89fdd3e9cec4ed86107aa9bd00f","0.0098"
"0x9192381fd2f8018454997ce97ff26ac38bc4e96c88124ffcd61cb2c631625e6b",383373,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x84fdcb62115fa55364ab734ac232b5f44c737682","0.6152457"
"0x9798e6aa04e9139eeca051b174650f3ecc6c4d5840b4017a372b99c7aff30603",383661,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x2f766836107f7eaa95ce843ee66554890cc9dd2d","0.0008"
"0xbc9236da68c86487c8164b2d763790c3eadeb85d45d8dce53d9579d89d407235",384213,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x989060cf8ea4ccf2070686a98a2e0036722c4621","0.0898"
"0x248fea328caed0101d144a924f676b412891a86844b23c3cf56a2a385bd15860",384971,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x4c84a0781b5cdce04e573612bbdd3403b5ec198f","0.26274049"
"0xdf3a80a877383ca5c0ab90780ed9fdcad68b7a8609b36f648692f48746819273",385237,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x627d98091529a41b6559e3b9420a092b03557743","0.169873"
"0xcfbb90076d9da937a2447800016e34067f5312885ebef4910355cca9feb32f54",385319,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xd678683c45a5019f34f90d8af02f9d3253867ad2","0.0398"
"0x39635d7dfbbaf66664ce91beae86ab3dbfa94a009ab4817e92731c55a82d220e",385690,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xfef081c45624397a0776cf2b63d45cc25a0487ff","36.47409556"
"0x682f64dd76148f7322a34fd84232b9e22259e14e463a8585432b96a2b311c632",386204,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xf98ffaeb13a66f1f1b686592dad1665689eee831","0.1"
"0xac89b587aa296e9c46f8c98b6d9e34f76119f83816e81a8a7c0a67cc143827c2",386409,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x4896312a899ec3e40aed0de30c62a5620b4300b5","0.32212278"
"0xb12773ade05b9b40c25198777ffc1585dd7517ec9ad520144453c68675481a88",386491,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x172ff689c1d6e700d30f8b7ecaa32d45321bae25","0.3"
"0x52dfbb2a404e03b48e9fd4897cc561dbced0653c16c0368906a7c0c8eabe49f0",386676,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x3e602efd348e2fe624c74cd5a259ab3690ddddff","0.02726"
"0x395f2caef536a349acf32c0229ad3186c7b32bf9385466a36c4bb80c3a930baa",386840,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x5b0911d8a0ec49cc4bfd65f777089e6419377a81","0.048"
"0xcf68b86bd74253e25298ba1460003eeed92e287b9d1b1a14cdd37e0994401227",386922,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x4fa6863c97ed44cf6841bfc0958618516a1ed8ec","0.00248202"
"0x92446fab417b9cd9e3ada6e20380cbf2ed2a8e9d7520a5b4b51182040f4a954f",387169,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x2d3464e6a60373a0f6f6cca5602e52be424bd915","0.17857291"
"0x3630bc0afe474606ee053db0a43508901099fdca91a393a0a159a803499fbf07",387600,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xa5981292c870acce5c26a100f967e7e42c96c415","0.00264743"
"0xaf6b233def544974a9628dd2a4073b7198b6aefb354aa08932b243066cbbfa31",387654,"Transfer","0xf98ffaeb13a66f1f1b686592dad1665689eee831","0xd32550454e64714d1f31898586cbb2068d9d2706","0.1"
"0xae26cb456d0a7811f194477b17945360ec0a6f2d62f570601f43433f9751aa0b",388011,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x7f802d0bf419299b93e8f03280236817c7fed2b8","0.336343"
"0x50cf0854a2a8b71a3c01b91e957a57cde2232f4006045141b7c027f1a9f8d5ee",388168,"Transfer","0xfa3ce52c15f19f363833b2983340325000a4636c","0xc224001f2f43ea258c7a02dcb68b72efbf070451","1.31559289"
"0x6e54e94edf52c1ce6582040e216cc749acb24d8a9d98b5a695b2b287ac631449",388175,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x7c09279fa3b8134e0d015642efb5ddd0a1a5448a","1.48968789"
"0x362259148cf4557237c1cd6d93ebbb60610c79c153e158338b268e5a2b1c6a25",388175,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x7bcd4855cfa137619c7f28d6dc93aeffa71fd2a9","0.06582266"
"0x7594ecf35f111a39cd1549ccd360d2bcaa6131ece824e85559580bb063f2d7e2",388339,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x778d2f57d40d0bbe3eef4303a63c0821ea02d727","3.72749572"
"0x33ca399a3f274bc94a05326ad8f31c05ccb43ce5d345c4f48f7b9e63e32b06e2",388339,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x6c07ce05cc1d444da49b8889867f20c2812cb45b","0.88689177"
"0x69ae95d732052ef6e217b5d4e8171b2f1b7a410ae2153fa84097c4bb3b772214",389060,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xd7b2879c8922cd704e41e8cc1f18f6994d6b7c36","60.95838696"
"0x3491c580e03abf7d2230e23d9e428ff2cb5905025e041bea121b398376b52d6f",389225,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x22e69f87f1cde425362bc46193c02876a4a4cfbf","0.2198"
"0xdb892be526b341ac944db2e2275885891652887b854b7f0ace9daa8826857a94",389313,"Transfer","0xd7b2879c8922cd704e41e8cc1f18f6994d6b7c36","0x110dc56ccfd2051394505889cc4216bb5da95d62","60.958386959999990724"
"0x7e31c0f9c60a9c29ef84f5e8b815f85a08243ab64df75541319563fe1a0b0593",389533,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x16ee3ba2a7908dec39321ca681aaec770624ffe7","0.1268"
"0xf64f8b22a41021d2715699f5736df59b8302a6cf16358475174afeaa3139c6ff",389656,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x86de6d26f3b671b3e270a296bacf0fabc4fec9f2","0.13844375"
"0x2f756350ff7f9648a76a12603e069621286686b679ecc4ce9135eaf119d06b1a",389902,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x14fe1c6adb626a8235b079d4ff66c6b0a3a2e68a","49.9998"
"0x638ddd2e836dbf24f2b028ef8908ef43573ff4d168b7652a1d9946d6eed418c7",389972,"Transfer","0x14fe1c6adb626a8235b079d4ff66c6b0a3a2e68a","0x110dc56ccfd2051394505889cc4216bb5da95d62","26.7268155"
"0x7f1dc82a2a4babeaebae81ff707c0fb230da728469eba47f68fc7f3212b5634f",390094,"Transfer","0xd32550454e64714d1f31898586cbb2068d9d2706","0xb31f5d117541825d6692c10e4357008edf3e2bcd","0.1"
"0x9d48471a0fcda85ac0ac9bb31558d6e6cf769741d44e0e15f9f35fb797255a71",390464,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x75ca8f6c82df5fdfd09049f46ad5d072b0a53bf6","6.681703874999999999"
"0x9d48471a0fcda85ac0ac9bb31558d6e6cf769741d44e0e15f9f35fb797255a71",390464,"Transfer","0x75ca8f6c82df5fdfd09049f46ad5d072b0a53bf6","0x14fe1c6adb626a8235b079d4ff66c6b0a3a2e68a","6.681703874999999999"
"0x2364b14c7ddf6b9e2d828ba163cd2d5a1ae015d54f05338d9806190fca93d75a",390600,"Transfer","0x14fe1c6adb626a8235b079d4ff66c6b0a3a2e68a","0x110dc56ccfd2051394505889cc4216bb5da95d62","4.688915000000000025"
"0x17aecefc8bc2bde62d4d1d46bfe4b2ef7a4d98419378533d853cb6a759d154c6",390621,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0xbce3e255c79370fc94ecbf2c982ecd4d13867bf4","0.0998"
"0xdded136b98bbc7911c81599315aba7cf78be65f49b92cffaf367ec89c2ce5d74",390826,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x3cfd450ec5c1f03ac99ea13dd8a92594c20f2441","0.88033406"
"0x98a4c3763ce03cc20fe3a7cc7e513f6c4d4ca22ccab9d470610aeebd8881b12d",390968,"Transfer","0x631fc1ea2270e98fbd9d92658ece0f5a269aa161","0x77f7c1d9c5d1c2dfd615b24ca93a0dda2103fdbb","0.014178"
"0xbb383c7d5e9a5522f3ab859925d8acc0aca103cdaef744e309a89e633f8e1e92",390976,"Transfer","0x110dc56ccfd2051394505889cc4216bb5da95d62","0x3d766ce34ee4fe3bef1ef6a68e72cc99add475d9","5.029592114603273666"
